country,country_code,year,total_pop,gdp,urban_pop_perc
Oman,OMN,1977,855314.0,2741169947.88651,41.888
Other small states,OSS,1977,7357498.0,12686273128.4587,46.2354266046691
Pakistan,PAK,1977,73901827.0,15126060606.0606,27.023
Panama,PAN,1977,1821543.0,2738261900.0,49.598
Peru,PER,1977,16109806.0,14544913960.5062,62.719
Philippines,PHL,1977,44367962.0,22283109803.3521,36.275
Palau,PLW,1977,12525.0,22308104.0,61.702
Papua New Guinea,PNG,1977,2940327.0,1640746618.68467,12.366
Poland,POL,1977,34689050.0, 0, 56.575
Pre-demographic dividend,PRE,1977,295051411.0,137614979276.983,21.2760466268131
Puerto Rico,PRI,1977,3088690.0,9910900000.0,64.492
"Korea_Dem. People's Rep.",PRK,1977,17492798.0, 0, 56.78
Portugal,PRT,1977,9455675.0,21439523310.6338,41.578
Paraguay,PRY,1977,2827874.0,2092158730.15873,40.056
West Bank and Gaza,PSE,1977, 0, ,60.723
Pacific island small states,PSS,1977,1360619.0,1196696800.8061,28.1080572437986
Post-demographic dividend,PST,1977,891301791.0,5600525989149.76,70.939025945662
French Polynesia,PYF,1977,142313.0,793196378.708826,59.171
Qatar,QAT,1977,225285.0,3617564637.88865,89.06
Romania,ROU,1977,21756096.0, 0, 43.942
Russian Federation,RUS,1977,136100000.0, 0, 67.95
Rwanda,RWA,1977,4888240.0,746650613.034794,4.374
South Asia,SAS,1977,839003065.0,152699721135.118,20.9743314856102
Saudi Arabia,SAU,1977,5083048.0,74188986586.0629,61.421
Sudan,SDN,1977,15086614.0,7499005639.37649,19.344
Senegal,SEN,1977,5439549.0,2938046462.7098,34.718
Singapore,SGP,1977,2325300.0,6618585073.66035,100.0
Solomon Islands,SLB,1977,214418.0,93145283.3557141,9.583
Sierra Leone,SLE,1977,3085354.0,691777583.951156,28.554
El Salvador,SLV,1977,4301256.0,2941640100.0,42.565
San Marino,SMR,1977,20017.0, 0, 75.615
Somalia,SOM,1977,4484050.0,498550724.637681,25.999
Serbia,SRB,1977,7462783.0, 0, 44.33
Sub-Saharan Africa (excluding high income),SSA,1977,356877632.0,180934135666.879,21.1667282426263
South Sudan,SSD,1977,4024032.0, 0, 8.553
Sub-Saharan Africa,SSF,1977,356939418.0,180995314278.725,21.1715949793699
Small states,SST,1977,10961285.0,16682356973.9894,43.1184236780633
Sao Tome and Principe,STP,1977,91301.0,49207692.3210324,32.37
Suriname,SUR,1977,385067.0,641500000.0,58.346
Slovak Republic,SVK,1977,4840501.0, 0, 48.405
Slovenia,SVN,1977,1842377.0, 0, 44.627
Sweden,SWE,1977,8251540.0,94332865494.4663,82.873
Eswatini,SWZ,1977,540348.0,304060076.015019,15.474
Sint Maarten (Dutch part),SXM,1977,10364.0, 0, 100.0
Seychelles,SYC,1977,61786.0,64526401.4638544,49.282
Syrian Arab Republic,SYR,1977,8090501.0,7696011396.0114,45.718
Turks and Caicos Islands,TCA,1977,6864.0, 0, 53.848
Chad,TCD,1977,4331667.0,935360464.701341,17.413
East Asia & Pacific (IDA & IBRD countries),TEA,1977,1276830008.0,290939954870.195,19.1233757249093
Europe & Central Asia (IDA & IBRD countries),TEC,1977,379635878.0, 0, 56.5086227217186
Togo,TGO,1977,2701894.0,1097893825.98815,23.611
Thailand,THA,1977,42843974.0,19779312261.3155,24.98
Tajikistan,TJK,1977,3653265.0, 0, 35.006
Turkmenistan,TKM,1977,2623948.0, 0, 47.469
Latin America & the Caribbean (IDA & IBRD countries),TLA,1977,322954210.0,451839654607.349,62.2658983353058
Timor-Leste,TLS,1977,618315.0, 0, 15.326
Middle East & North Africa (IDA & IBRD countries),TMN,1977,154855804.0,190778284068.992,45.1740203996358
Tonga,TON,1977,96725.0,34139387.8908849,20.504
South Asia (IDA & IBRD),TSA,1977,839003065.0,152699721135.118,20.9743314856102
Sub-Saharan Africa (IDA & IBRD countries),TSS,1977,356939418.0,180995314278.725,21.1715949793699
Trinidad and Tobago,TTO,1977,1079554.0,3138666667.97444,49.57
Tunisia,TUN,1977,6155931.0,5109324009.32401,48.779
Turkiye,TUR,1977,42773298.0,58683333333.3333,42.508
Tuvalu,TUV,1977,6686.0,3669419.59164946,27.341
Tanzania,TZA,1977,17352929.0,7732598995.10303,12.773
Uganda,UGA,1977,12359669.0,2936470588.23529,7.197
Ukraine,UKR,1977,49336481.0, 0, 59.756
Upper middle income,UMC,1977,1674062472.0,982903482840.231,30.6134487634326
Uruguay,URY,1977,2909461.0,4114670014.3472,84.215
United States,USA,1977,220239000.0,2081826000000.0,73.673
Uzbekistan,UZB,1977,14408822.0, 0, 40.051
St. Vincent and the Grenadines,VCT,1977,101999.0,49353161.8518519,34.271
Venezuela_RB,VEN,1977,14006812.0,36210697674.4186,77.189
British Virgin Islands,VGB,1977,10800.0, 0, 20.703
Virgin Islands (U.S.),VIR,1977,93203.0, 0, 77.298
Viet Nam,VNM,1977,48954872.0, 0, 18.978
Vanuatu,VUT,1977,106618.0, 0, 13.845
World,WLD,1977,4208958121.0,7414824793154.84,38.1671430078875
Samoa,WSM,1977,159753.0,98295671.0342196,21.113
Kosovo,XKX,1977,1474457.0, 0, 
Yemen_Rep.,YEM,1977,8648222.0, 0, 15.502
South Africa,ZAF,1977,27118952.0,45328411332.1028,48.229
Zambia,ZMB,1977,5302480.0,2515296939.60686,36.855
Zimbabwe,ZWE,1977,6449512.0,4364382100.0,20.846
Aruba,ABW,1978,58776.0, 0, 50.502
Africa Eastern and Southern,AFE,1978,217074286.0,124109354266.774,20.2273041497785
Afghanistan,AFG,1978,13611441.0, 0, 14.973
Africa Western and Central,AFW,1978,150402616.0,78779062952.6865,23.6047322338928
Angola,AGO,1978,7576734.0, 0, 22.122
Albania,ALB,1978,2566266.0, 0, 33.302
Andorra,AND,1978,32735.0,308020261.164149,90.378
Arab World,ARB,1978,153568663.0,265398240292.281,42.9389045772965
United Arab Emirates,ARE,1978,809274.0,23775764224.6832,80.309
Argentina,ARG,1978,27132158.0,89049453088.3282,82.139
Armenia,ARM,1978,3012807.0, 0, 65.419
American Samoa,ASM,1978,31076.0, 0, 73.497
Antigua and Barbuda,ATG,1978,64038.0,88033333.3333333,34.457
Australia,AUS,1978,14358000.0,118492761338.464,85.252
Austria,AUT,1978,7562305.0,61809208755.804,65.371
Azerbaijan,AZE,1978,5976150.0, 0, 52.492
Burundi,BDI,1978,4100338.0,610225555.555556,4.005
Belgium,BEL,1978,9839534.0,101246526194.441,95.005
Benin,BEN,1978,3718305.0,928843469.431727,25.552
Burkina Faso,BFA,1978,6590984.0,1475583644.93614,7.668
Bangladesh,BGD,1978,83889655.0,13281767142.8571,12.629
Bulgaria,BGR,1978,8814032.0, 0, 60.326
Bahrain,BHR,1978,328046.0,2272042965.21126,85.659
"Bahamas, The",BHS,1978,223761.0,832400000.0,71.879
Bosnia and Herzegovina,BIH,1978,4078240.0, 0, 33.808
Belarus,BLR,1978,9525000.0, 0, 54.247
Belize,BLZ,1978,138713.0,136300000.0,49.695
Bermuda,BMU,1978,53431.0,475800000.0,100.0
Bolivia,BOL,1978,5504123.0,3760100000.0,43.442
Brazil,BRA,1978,115600942.0,200278646123.581,63.625
Barbados,BRB,1978,251551.0,552883707.055138,39.646
Brunei Darussalam,BRN,1978,174884.0,4100423673.58759,64.647
Bhutan,BTN,1978,405243.0,94086227.6084972,9.168
Botswana,BWA,1978,849239.0,590407374.447116,14.489
Central African Republic,CAF,1978,2397961.0,610578631.992983,33.221
Canada,CAN,1978,23963203.0,219369542386.254,75.583
Central Europe and the Baltics,CEB,1978,105329397.0, 0, 56.4342763597897
Switzerland,CHE,1978,6281738.0,102280472035.794,74.37
Channel Islands,CHI,1978,129981.0, 0, 32.992
Chile,CHL,1978,11172695.0,15992038535.2046,80.136
China,CHN,1978,956165000.0,149540752829.268,17.9
"Cote d'Ivoire",CIV,1978,7603130.0,7900526298.31993,36.4
Cameroon,CMR,1978,8011921.0,4662852583.13256,30.274
Congo_Dem. Rep.,COD,1978,24992689.0,15372608002.3923,26.567
Congo_Rep.,COG,1978,1748089.0,878771772.202149,46.01
Colombia,COL,1978,24950337.0,23263511958.0509,62.379
Comoros,COM,1978,317688.0, 0, 22.41
Cabo Verde,CPV,1978,316147.0, 0, 22.612
Costa Rica,CRI,1978,2264510.0,3523208809.80163,42.396
Caribbean small states,CSS,1978,2255006.0,3226380514.09272,42.5717552259284
Cuba,CUB,1978,9711980.0,17844705324.6753,66.579
Curacao,CUW,1978,148341.0, 0, 81.138
Cayman Islands,CYM,1978,15727.0, 0, 100.0
Cyprus,CYP,1978,672249.0,964024705.282423,54.119
Czechia,CZE,1978,10242098.0, 0, 73.142
Germany,DEU,1978,78091820.0,743182891918.208,72.73
Djibouti,DJI,1978,280031.0, 0, 70.169
Dominica,DMA,1978,72724.0,57130215.5555556,45.115
Denmark,DNK,1978,5104248.0,60320089217.713,83.169
Dominican Republic,DOM,1978,5451882.0,4734400000.0,49.061
Algeria,DZA,1978,17506974.0,26364491313.4471,41.794
East Asia & Pacific (excluding high income),EAP,1978,1314775496.0,282672809916.163,20.03694312448
Early-demographic dividend,EAR,1978,1514572817.0,945398938517.108,29.6161443673104
East Asia & Pacific,EAS,1978,1509072365.0,1571207808125.54,26.5260860929343
Europe & Central Asia (excluding high income),ECA,1978,176315643.0, 0, 49.6673022506302
Europe & Central Asia,ECS,1978,784556247.0,3344222975779.25,64.2714301018171
Ecuador,ECU,1978,7736167.0,11922497876.4828,45.111
Egypt_Arab Rep.,EGY,1978,41761431.0,14811704063.0685,43.826
Euro area,EMU,1978,304275086.0,2191877722879.3,69.0873303994695
Eritrea,ERI,1978,1522378.0, 0, 14.033
Spain,ESP,1978,36864898.0,160484969618.056,71.527
Estonia,EST,1978,1460188.0, 0, 69.124
Ethiopia,ETH,1978,33734592.0,6014961434.78261,10.02
European Union,EUU,1978,404312949.0,2449173876260.87,66.9591162642209
Fragile and conflict affected situations,FCS,1978,369243969.0,243685858510.054,29.9156480707927
Finland,FIN,1978,4752528.0,36259392057.7617,70.202
Fiji,FJI,1978,612091.0,829267889.429373,37.469
France,FRA,1978,54734030.0,501724418604.651,73.14
Faroe Islands,FRO,1978,41968.0,397833034.884512,31.355
Micronesia_Fed. Sts.,FSM,1978,72754.0,53656834.0,26.209
Gabon,GAB,1978,711245.0,2389479271.66616,49.985
United Kingdom,GBR,1978,56196504.0,335883029721.956,78.164
Georgia,GEO,1978,4397700.0, 0, 51.747
Ghana,GHA,1978,11248450.0,3662478184.99127,30.714
Gibraltar,GIB,1978,28446.0, 0, 100.0
Guinea,GIN,1978,4877854.0,8087305999.0597,21.907
Gambia_The,GMB,1978,667103.0,171833086.019624,26.772
Guinea-Bissau,GNB,1978,791694.0,318876550.432277,16.457
Equatorial Guinea,GNQ,1978,276531.0, 0, 27.687
Greece,GRC,1978,9429959.0,43654480519.4805,68.393
Grenada,GRD,1978,96305.0,88322386.2962963,32.771
Greenland,GRL,1978,49200.0,355987433.41569,75.355
Guatemala,GTM,1978,6561534.0,6070600200.0,38.081
Guam,GUM,1978,105424.0, 0, 91.036
Guyana,GUY,1978,764586.0,507080000.0,30.295
High income,HIC,1978,1084093370.0,7224158555724.25,70.1927048679538
Hong Kong SAR_China,HKG,1978,4667500.0,18315136409.1427,90.801
Honduras,HND,1978,3505463.0,3097242093.0,33.752
Heavily indebted poor countries (HIPC),HPC,1978,262985512.0,105361471871.985,20.0278897675283
Croatia,HRV,1978,4581085.0, 0, 45.911
Haiti,HTI,1978,5402580.0,974200000.0,20.486
Hungary,HUN,1978,10684822.0,17230354544.8242,63.48
IBRD only,IBD,1978,2765565797.0,1741658710471.3,32.1096698903939
IDA & IBRD total,IBT,1978,3397524507.0,1966325684491.57,29.9147661522321
IDA total,IDA,1978,631958710.0,219291132163.087,20.2863685085529
IDA blend,IDB,1978,197714997.0,79102065756.3656,25.0990443987919
Indonesia,IDN,1978,141953163.0,51455719075.8254,20.956
IDA only,IDX,1978,434243713.0,141384040105.699,18.0874366672391
Isle of Man,IMN,1978,62398.0, 0, 51.791
India,IND,1978,655728229.0,137302319828.995,22.379
Ireland,IRL,1978,3329100.0,14647996073.6937,54.655
Iran_Islamic Rep.,IRN,1978,37126535.0,77994316621.4828,48.21
Iraq,IRQ,1978,12753355.0,23762275651.8794,64.178
Iceland,ISL,1978,223537.0,2511826196.009,87.644
Israel,ISR,1978,3690000.0,17668930043.1248,87.838
Italy,ITA,1978,56155143.0,315784469541.41,66.243
Jamaica,JAM,1978,2094836.0,2644527821.53011,45.645
Jordan,JOR,1978,2083595.0,2602208588.95706,58.649
Japan,JPN,1978,114913000.0,1035611588216.59,76.06
Kazakhstan,KAZ,1978,14711497.0, 0, 53.356
Kenya,KEN,1978,14934126.0,5303735110.55151,14.745
Kyrgyz Republic,KGZ,1978,3487100.0, 0, 38.621
Cambodia,KHM,1978,5211653.0,766642356.138135,5.578
Kiribati,KIR,1978,59864.0,36563964.5510014,31.596
St. Kitts and Nevis,KNA,1978,43217.0,49433333.3333333,35.564
Korea_Rep.,KOR,1978,36969185.0,51972107438.0165,53.233
Kuwait,KWT,1978,1340319.0,15503557496.1916,93.0
Latin America & Caribbean (excluding high income),LAC,1978,307693167.0,491325368615.236,61.8035867107735
Lao PDR,LAO,1978,3171740.0, 0, 11.843
Lebanon,LBN,1978,2822682.0, 0, 71.099
Liberia,LBR,1978,1818247.0,717240400.0,33.209
Libya,LBY,1978,3052526.0,22136422643.3959,67.265
St. Lucia,LCA,1978,115834.0, 0, 25.998
Latin America & Caribbean,LCN,1978,344000129.0,574382226867.864,63.1223411821794
Least developed countries: UN classification,LDC,1978,383761028.0,111951018522.305,16.0398053989969
Low income,LIC,1978,215869463.0,75076026524.6403,20.1668261643473
Liechtenstein,LIE,1978,25028.0,436912067.784287,18.294
Sri Lanka,LKA,1978,14310128.0,2733183856.50224,18.401
Lower middle income,LMC,1978,1265823736.0,362636040955.649,23.9029417805664
Low & middle income,LMY,1978,3184920236.0,1515437428173.12,27.5338210029405
Lesotho,LSO,1978,1327240.0,266570066.642517,11.331
Late-demographic dividend,LTE,1978,1547677040.0,964550590227.134,31.4363265032393
Lithuania,LTU,1978,3379514.0, 0, 59.342
Luxembourg,LUX,1978,362007.0,4718539771.99949,78.975
Latvia,LVA,1978,2497921.0, 0, 66.143
Macao SAR_China,MAC,1978,232400.0, 0, 98.294
St. Martin (French part),MAF,1978,7822.0, 0, 
Morocco,MAR,1978,18477385.0,13236946233.5759,39.798
Monaco,MCO,1978,26605.0,1000555218.03209,100.0
Moldova,MDA,1978,2656211.0, 0, 38.822
Madagascar,MDG,1978,8475864.0,2669755115.10935,17.622
Maldives,MDV,1978,156159.0,24369109.1415831,20.978
Middle East & North Africa,MEA,1978,172475084.0,352581054277.841,47.8985043265148
Mexico,MEX,1978,63979046.0,102648570299.117,64.934
Marshall Islands,MHL,1978,28809.0,22209370.0,59.237
Middle income,MIC,1978,2969050773.0,1446314890612.01,28.0697235196152
North Macedonia,MKD,1978,1879847.0, 0, 52.31
Mali,MLI,1978,7229651.0,1222702572.84699,17.54
Malta,MLT,1978,310182.0,793673682.273944,89.768
Myanmar,MMR,1978,31972976.0,935408774.951918,23.952
Middle East & North Africa (excluding high income),MNA,1978,159473249.0,205063195171.096,45.7254202637836
Montenegro,MNE,1978,562065.0, 0, 34.69
Mongolia,MNG,1978,1619468.0, 0, 50.827
Northern Mariana Islands,MNP,1978,16130.0, 0, 84.651
Mozambique,MOZ,1978,10618250.0, 0, 12.197
Mauritania,MRT,1978,1392713.0,804629876.848091,24.627
Mauritius,MUS,1978,933499.0,1029040323.36704,42.787
Malawi,MWI,1978,5810132.0, 0, 8.636
Malaysia,MYS,1978,12328157.0,16358079862.1096,40.271
North America,NAC,1978,246601634.0,2571444342386.25,73.8724295815047
Namibia,NAM,1978,947269.0, 0, 24.493
New Caledonia,NCL,1978,146392.0,846004687.758093,56.651
Niger,NER,1978,5782932.0,1774365589.70815,13.025
Nigeria,NGA,1978,69326532.0,36527862208.7133,21.074
Nicaragua,NIC,1978,3080314.0,2127699978.78077,49.734
Netherlands,NLD,1978,13941700.0,156089077205.133,64.123
Norway,NOR,1978,4058671.0,46522900253.7054,69.614
Nepal,NPL,1978,14839695.0,1604162497.45945,5.553
Nauru,NRU,1978,7298.0,41754147.3043086,100.0
New Zealand,NZL,1978,3121200.0,18530518394.6488,83.229
OECD members,OED,1978,1000355869.0,6912895894078.54,69.7268955140763
Oman,OMN,1978,900304.0,2740301389.69311,43.762
Other small states,OSS,1978,7504109.0,14671271672.5072,46.7713774939836
Pakistan,PAK,1978,76307379.0,17811515151.5152,27.368
Panama,PAN,1978,1866311.0,3244558600.0,49.879
Peru,PER,1978,16516059.0,12491876742.9708,63.341
Philippines,PHL,1978,45575281.0,25762224562.6316,36.635
Palau,PLW,1978,12440.0,24530015.0,61.983
Papua New Guinea,PNG,1978,3003714.0,1947878830.62383,12.59
Poland,POL,1978,34965600.0, 0, 57.22
Pre-demographic dividend,PRE,1978,304240149.0,156186653006.716,21.8020106710341
Puerto Rico,PRI,1978,3129421.0,11165000000.0,65.34
"Korea_Dem. People's Rep.",PRK,1978,17735995.0, 0, 56.82
Portugal,PRT,1978,9558250.0,23487614051.0949,41.979
Paraguay,PRY,1978,2899269.0,2559857142.85714,40.598
West Bank and Gaza,PSE,1978, 0, ,61.281
Pacific island small states,PSS,1978,1390784.0,1371556833.26728,28.2624044510147
Post-demographic dividend,PST,1978,897398355.0,6746065244542.7,71.2051152833537
French Polynesia,PYF,1978,146821.0,1005569835.39664,59.115
Qatar,QAT,1978,241808.0,4052000412.70087,89.135
Romania,ROU,1978,21951464.0, 0, 44.649
Russian Federation,RUS,1978,137060000.0, 0, 68.698
Rwanda,RWA,1978,5035171.0,905709076.42303,4.575
South Asia,SAS,1978,859247929.0,173796327156.849,21.3895023625248
Saudi Arabia,SAU,1978,5381902.0,80266516686.5614,62.925
Sudan,SDN,1978,15695003.0,8128719315.0792,19.547
Senegal,SEN,1978,5568096.0,3280354920.8516,35.067
Singapore,SGP,1978,2353600.0,7517176354.84135,100.0
Solomon Islands,SLB,1978,222029.0,111027427.208358,9.904
Sierra Leone,SLE,1978,3145517.0,960728338.93643,28.972
El Salvador,SLV,1978,4394114.0,3127960000.0,43.075
San Marino,SMR,1978,21026.0, 0, 77.604
Somalia,SOM,1978,4814892.0,564571823.20442,26.252
Serbia,SRB,1978,7504017.0, 0, 44.934
Sub-Saharan Africa (excluding high income),SSA,1978,367414752.0,202611016183.795,21.6049330609757
South Sudan,SSD,1978,4127657.0, 0, 8.542
Sub-Saharan Africa,SSF,1978,367476902.0,202693630524.218,21.6096332606369
Small states,SST,1978,11149899.0,19254707358.4354,43.6133079027891
Sao Tome and Principe,STP,1978,93794.0,55044562.8014217,32.738
Suriname,SUR,1978,381502.0,735500000.0,60.597
Slovak Republic,SVK,1978,4890125.0, 0, 49.482
Slovenia,SVN,1978,1862548.0, 0, 45.762
Sweden,SWE,1978,8275599.0,104292130795.618,82.944
Eswatini,SWZ,1978,558446.0,340630085.157521,15.803
Sint Maarten (Dutch part),SXM,1978,11039.0, 0, 100.0
Seychelles,SYC,1978,62150.0,85552365.8005137,49.396
Syrian Arab Republic,SYR,1978,8372759.0,9275200458.19015,46.048
Turks and Caicos Islands,TCA,1978,7083.0, 0, 54.24
Chad,TCD,1978,4411366.0,1113920123.76723,18.4
East Asia & Pacific (IDA & IBRD countries),TEA,1978,1297059239.0,282384895610.367,19.5348236268428
Europe & Central Asia (IDA & IBRD countries),TEC,1978,383687824.0, 0, 57.0959319803625
Togo,TGO,1978,2768148.0,1164025637.26464,23.958
Thailand,THA,1978,43788976.0,24006566636.6855,25.606
Tajikistan,TJK,1978,3768508.0, 0, 34.743
Turkmenistan,TKM,1978,2691088.0, 0, 47.424
Latin America & the Caribbean (IDA & IBRD countries),TLA,1978,330579364.0,541699398779.107,62.9822106741908
Timor-Leste,TLS,1978,628775.0, 0, 15.704
Middle East & North Africa (IDA & IBRD countries),TMN,1978,159473249.0,203166668890.937,45.7254202637836
Tonga,TON,1978,97204.0,41567471.6721987,20.719
South Asia (IDA & IBRD),TSA,1978,859247929.0,173796327156.849,21.3895023625248
Sub-Saharan Africa (IDA & IBRD countries),TSS,1978,367476902.0,202693630524.218,21.6096332606369
Trinidad and Tobago,TTO,1978,1093380.0,3562333459.81764,50.51
Tunisia,TUN,1978,6309390.0,5968460080.1113,49.375
Turkiye,TUR,1978,43645306.0,65912500000.0,42.931
Tuvalu,TUV,1978,6957.0,3798781.86329799,28.153
Tanzania,TZA,1978,17976566.0,9261675709.83072,13.659
Uganda,UGA,1978,12692113.0,2420260869.56522,7.276
Ukraine,UKR,1978,49521243.0, 0, 60.434
Upper middle income,UMC,1978,1703227037.0,1083326323712.76,31.1691992150231
Uruguay,URY,1978,2925715.0,4910254565.57831,84.616
United States,USA,1978,222585000.0,2351599000000.0,73.682
Uzbekistan,UZB,1978,14816349.0, 0, 40.536
St. Vincent and the Grenadines,VCT,1978,102775.0,60844771.4814815,34.8
Venezuela_RB,VEN,1978,14416684.0,39316279069.7674,77.868
British Virgin Islands,VGB,1978,10886.0, 0, 21.34
Virgin Islands (U.S.),VIR,1978,95929.0, 0, 78.278
Viet Nam,VNM,1978,50249552.0, 0, 19.076
Vanuatu,VUT,1978,109963.0, 0, 14.074
World,WLD,1978,4283430290.0,8778339992333.91,38.5035921848607
Samoa,WSM,1978,161375.0,108223444.248268,21.133
Kosovo,XKX,1978,1516249.0, 0, 
Yemen_Rep.,YEM,1978,8926586.0, 0, 15.84
South Africa,ZAF,1978,27869507.0,51607412901.8532,48.289
Zambia,ZMB,1978,5465374.0,2811032472.93922,37.832
Zimbabwe,ZWE,1978,6543575.0,4351600500.0,21.345
Aruba,ABW,1979,59191.0, 0, 50.487
Africa Eastern and Southern,AFE,1979,223974122.0,142129549067.435,20.5659562028733
Afghanistan,AFG,1979,13655567.0, 0, 15.442
Africa Western and Central,AFW,1979,154721711.0,96682270600.3441,24.0839185388597
Angola,AGO,1979,7847207.0, 0, 23.192
Albania,ALB,1979,2617832.0, 0, 33.5
Andorra,AND,1979,34306.0,411548748.354729,91.257
Arab World,ARB,1979,159054118.0,358111304338.0,43.4091946999385
United Arab Emirates,ARE,1979,912010.0,31225659620.9951,80.51
Argentina,ARG,1979,27568895.0,69252328951.6441,82.516
Armenia,ARM,1979,3078501.0, 0, 65.839
American Samoa,ASM,1979,31611.0, 0, 73.871
Antigua and Barbuda,ATG,1979,64274.0,109585185.185185,34.538
Australia,AUS,1979,14514000.0,134900602067.477,85.403
Austria,AUT,1979,7549425.0,73647694287.1848,65.381
Azerbaijan,AZE,1979,6071300.0, 0, 52.655
Burundi,BDI,1979,4203530.0,782496666.666667,4.178
Belgium,BEL,1979,9848382.0,116315456796.918,95.196
Benin,BEN,1979,3818528.0,1186231019.82044,26.676
Burkina Faso,BFA,1979,6763903.0,1748480620.52397,8.218
Bangladesh,BGD,1979,85935072.0,15565480321.9448,13.701
Bulgaria,BGR,1979,8825940.0, 0, 61.216
Bahrain,BHR,1979,343457.0,2710160739.18742,85.882
"Bahamas, The",BHS,1979,228230.0,1139800100.0,72.484
Bosnia and Herzegovina,BIH,1979,4113300.0, 0, 34.67
Belarus,BLR,1979,9584000.0, 0, 55.402
Belize,BLZ,1979,141678.0,151800000.0,49.537
Bermuda,BMU,1979,53517.0,517200000.0,100.0
Bolivia,BOL,1979,5630849.0,4510500000.0,44.443
Brazil,BRA,1979,118380821.0,221338204480.222,64.551
Barbados,BRB,1979,251269.0,670362452.145379,39.91
Brunei Darussalam,BRN,1979,180422.0,6044367628.28515,64.798
Bhutan,BTN,1979,419200.0,105377995.200713,9.639
Botswana,BWA,1979,901742.0,819870258.783053,15.457
Central African Republic,CAF,1979,2423794.0,700764747.756462,33.546
Canada,CAN,1979,24201544.0,243891124295.715,75.623
Central Europe and the Baltics,CEB,1979,105948616.0, 0, 57.1040579349994
Switzerland,CHE,1979,6294365.0,114970094424.731,74.424
Channel Islands,CHI,1979,130220.0, 0, 32.599
Chile,CHL,1979,11339779.0,21806136345.5074,80.695
China,CHN,1979,969005000.0,178280594413.043,18.617
"Cote d'Ivoire",CIV,1979,7902267.0,9142933966.79465,36.614
Cameroon,CMR,1979,8239641.0,5919002982.602,31.091
Congo_Dem. Rep.,COD,1979,25886782.0,15068422236.3663,26.819
Congo_Rep.,COG,1979,1788524.0,1198749667.42923,46.932
Colombia,COL,1979,25515626.0,27940411250.2732,63.061
Comoros,COM,1979,327791.0, 0, 22.81
Cabo Verde,CPV,1979,319480.0, 0, 23.02
Costa Rica,CRI,1979,2326490.0,4035519323.22054,42.747
Caribbean small states,CSS,1979,2265603.0,3811626338.15546,43.1260839207046
Cuba,CUB,1979,9763355.0,19584443287.6712,67.346
Curacao,CUW,1979,147851.0, 0, 81.456
Cayman Islands,CYM,1979,16351.0, 0, 100.0
Cyprus,CYP,1979,677549.0,1288699035.40477,56.378
Czechia,CZE,1979,10292341.0, 0, 74.167
Germany,DEU,1979,78126350.0,884574218333.155,72.787
Djibouti,DJI,1979,304513.0, 0, 71.141
Dominica,DMA,1979,72959.0,55017758.8888889,45.935
Denmark,DNK,1979,5116801.0,70393030602.547,83.448
Dominican Republic,DOM,1979,5589690.0,5498800000.0,50.175
Algeria,DZA,1979,18036655.0,33243706859.6596,42.665
East Asia & Pacific (excluding high income),EAP,1979,1335637622.0,327297318306.001,20.6850081456248
Early-demographic dividend,EAR,1979,1552194676.0,1112650709027.99,30.0758554664074
East Asia & Pacific,EAS,1979,1532260865.0,1706323133768.95,27.1371756550631
Europe & Central Asia (excluding high income),ECA,1979,178774505.0, 0, 50.1051068162352
Europe & Central Asia,ECS,1979,789862141.0,4077511965685.78,64.6253687500748
Ecuador,ECU,1979,7948869.0,14175160902.0721,46.034
Egypt_Arab Rep.,EGY,1979,42818628.0,18020571428.5714,43.842
Euro area,EMU,1979,305541545.0,2655412249849.02,69.3369727205215
Eritrea,ERI,1979,1563332.0, 0, 14.211
Spain,ESP,1979,37191330.0,214448666336.143,72.162
Estonia,EST,1979,1468333.0, 0, 69.497
Ethiopia,ETH,1979,34238652.0,6586048398.06763,10.214
European Union,EUU,1979,406112162.0,2960022173253.44,67.2832582573038
Fragile and conflict affected situations,FCS,1979,378556492.0,307154736839.847,30.2612335077995
Finland,FIN,1979,4764690.0,44469218439.9328,70.97
Fiji,FJI,1979,626862.0,1019691460.17376,37.619
France,FRA,1979,54979851.0,608218624730.188,73.211
Faroe Islands,FRO,1979,42521.0,448568492.658561,31.27
Micronesia_Fed. Sts.,FSM,1979,75054.0,60270778.0,26.327
Gabon,GAB,1979,729375.0,3030251120.09759,52.337
United Kingdom,GBR,1979,56246951.0,438994070309.191,78.323
Georgia,GEO,1979,4430200.0, 0, 52.156
Ghana,GHA,1979,11597255.0,4020227920.22792,30.938
Gibraltar,GIB,1979,28575.0, 0, 100.0
Guinea,GIN,1979,4959283.0,8877094497.44971,22.75
Gambia_The,GMB,1979,689781.0,207112627.726094,27.585
Guinea-Bissau,GNB,1979,819867.0,308143183.311819,16.77
Equatorial Guinea,GNQ,1979,279846.0, 0, 27.779
Greece,GRC,1979,9548258.0,53724121435.1426,68.87
Grenada,GRD,1979,95490.0,102244362.222222,32.841
Greenland,GRL,1979,49600.0,420645821.540488,75.74
Guatemala,GTM,1979,6727797.0,6902600200.0,38.402
Guam,GUM,1979,107636.0, 0, 92.737
Guyana,GUY,1979,770062.0,530440000.0,30.405
High income,HIC,1979,1092954895.0,8349715091146.17,70.526547189053
Hong Kong SAR_China,HKG,1979,4929700.0,22526184533.17,91.145
Honduras,HND,1979,3614981.0,3544281976.5,34.309
